 ,Area,Mean,Min,Max
1090,350,255,255,255
1091,25,255,255,255
1092,25,255,255,255
1093,25,255,255,255
1094,25,255,255,255
1095,28875,255,255,255
1096,50,255,255,255
1097,100,255,255,255
1098,2600,255,255,255
1099,25,255,255,255
1100,75,255,255,255
1101,25,255,255,255
1102,100,255,255,255
1103,50,255,255,255
1104,25,255,255,255
1105,25,255,255,255
1106,25,255,255,255
1107,25,255,255,255
1108,75,255,255,255
1109,25,255,255,255
1110,75,255,255,255
1111,3250,255,255,255
1112,400,255,255,255
1113,25,255,255,255
1114,25,255,255,255
1115,5350,255,255,255
1116,25,255,255,255
1117,1575,255,255,255
1118,1275,255,255,255
1119,25,255,255,255
1120,25,255,255,255
1121,100,255,255,255
1122,25,255,255,255
1123,25,255,255,255
1124,50,255,255,255
1125,50,255,255,255
1126,125,255,255,255
1127,275,255,255,255
1128,25,255,255,255
1129,950,255,255,255
1130,50,255,255,255
1131,25,255,255,255
1132,25,255,255,255
1133,25,255,255,255
1134,250,255,255,255
1135,3750,255,255,255
1136,25,255,255,255
1137,50,255,255,255
1138,850,255,255,255
1139,25,255,255,255
1140,50,255,255,255
1141,25,255,255,255
1142,50,255,255,255
1143,575,255,255,255
1144,150,255,255,255
1145,100,255,255,255
1146,175,255,255,255
1147,350,255,255,255
1148,125,255,255,255
1149,25,255,255,255
1150,150,255,255,255
1151,50,255,255,255
1152,25,255,255,255
1153,25,255,255,255
1154,25,255,255,255
1155,175,255,255,255
1156,1950,255,255,255
1157,825,255,255,255
1158,350,255,255,255
1159,2275,255,255,255
1160,200,255,255,255
1161,50,255,255,255
1162,76025,255,255,255
1163,25,255,255,255
1164,75,255,255,255
1165,25,255,255,255
1166,25,255,255,255
1167,25,255,255,255
1168,13650,255,255,255
1169,1725,255,255,255
1170,25,255,255,255
1171,25,255,255,255
1172,25,255,255,255
1173,100,255,255,255
1174,25,255,255,255
1175,25,255,255,255
1176,25,255,255,255
1177,25,255,255,255
1178,150,255,255,255
1179,50,255,255,255
1180,375,255,255,255
1181,25,255,255,255
1182,25,255,255,255
1183,25,255,255,255
1184,300,255,255,255
1185,25,255,255,255
1186,150,255,255,255
1187,550,255,255,255
1188,100,255,255,255
1189,75,255,255,255
1190,250,255,255,255
1191,125,255,255,255
1192,25,255,255,255
1193,275,255,255,255
1194,3225,255,255,255
1195,25,255,255,255
1196,25,255,255,255
1197,25,255,255,255
1198,550,255,255,255
1199,2525,255,255,255
1200,50,255,255,255
1201,750,255,255,255
1202,25,255,255,255
1203,50,255,255,255
1204,925,255,255,255
1205,275,255,255,255
1206,50,255,255,255
1207,25,255,255,255
1208,25,255,255,255
1209,25,255,255,255
1210,1575,255,255,255
1211,25,255,255,255
1212,175,255,255,255
1213,500,255,255,255
1214,25,255,255,255
1215,325,255,255,255
1216,25,255,255,255
1217,3375,255,255,255
1218,25,255,255,255
1219,25,255,255,255
1220,25,255,255,255
1221,100,255,255,255
1222,25,255,255,255
1223,2175,255,255,255
1224,25,255,255,255
1225,1700,255,255,255
1226,25,255,255,255
1227,450,255,255,255
1228,25,255,255,255
1229,425,255,255,255
1230,925,255,255,255
1231,50,255,255,255
1232,325,255,255,255
1233,400,255,255,255
1234,375,255,255,255
1235,25,255,255,255
1236,1375,255,255,255
1237,225,255,255,255
1238,75,255,255,255
1239,101550,255,255,255
1240,325,255,255,255
1241,25,255,255,255
1242,25,255,255,255
1243,725,255,255,255
1244,100,255,255,255
1245,1950,255,255,255
1246,50,255,255,255
1247,975,255,255,255
1248,25,255,255,255
1249,25,255,255,255
1250,500,255,255,255
1251,1050,255,255,255
1252,2200,255,255,255
1253,3925,255,255,255
1254,50,255,255,255
1255,25,255,255,255
1256,175,255,255,255
1257,350,255,255,255
1258,250,255,255,255
1259,25,255,255,255
1260,4075,255,255,255
1261,75,255,255,255
1262,625,255,255,255
1263,125,255,255,255
1264,550,255,255,255
1265,325,255,255,255
1266,1925,255,255,255
1267,175,255,255,255
1268,200,255,255,255
1269,25,255,255,255
1270,250,255,255,255
1271,25,255,255,255
1272,1050,255,255,255
1273,350,255,255,255
1274,375,255,255,255
1275,502000,255,255,255
1276,6750,255,255,255
1277,800,255,255,255
1278,750,255,255,255
1279,75,255,255,255
1280,75,255,255,255
1281,2300,255,255,255
1282,100,255,255,255
1283,25,255,255,255
1284,50,255,255,255
1285,50,255,255,255
1286,25,255,255,255
1287,400,255,255,255
1288,2025,255,255,255
1289,25,255,255,255
1290,8875,255,255,255
1291,25,255,255,255
1292,175,255,255,255
1293,775,255,255,255
1294,25,255,255,255
1295,1050,255,255,255
1296,25,255,255,255
1297,50,255,255,255
1298,25,255,255,255
1299,100,255,255,255
1300,925,255,255,255
1301,1375,255,255,255
1302,125,255,255,255
1303,16575,255,255,255
1304,450,255,255,255
1305,200,255,255,255
1306,324475,255,255,255
1307,25,255,255,255
